export,problem1,problem2,sectors,growth_level,rdpercentage,workersincrease,workers,school,major,years,experience,debtratio,turnover,gaintorevenue,gainincrease,capital,IES,profit,investment,patent,patent_global,technique,development,marketing,brands,howmarket,goods
0,2,3,telecommunication,matured,0,1.25,10,3,engineer,10,2,0.737030411,2.581632653,0.039525692,0.999948619,588,0.020421607,29,0,0,0,2,3,3,0,direct,2
0,4,7,telecommunication,matured,0.363636364,1,11,3,other,13,1,0.196061494,1.959727985,0.13605079,1.018413222,1207.141,0,318.669,114,2,0,1,4,4,0,direct,3
0,2,6,telecommunication,matured,0,1.047619048,22,3,engineer,12,0,0.677590426,4.932707596,0.033967974,0.797252942,681.756,0.015045334,62.373,477,18,0,3,4,3,0,both,2
31,7,4,telecommunication,matured,0.476190476,1.105263158,21,4,engineer,20,1,0.640661901,2.908397827,0.031293086,1.053646705,1343.669,0.013709581,45.285,373,21,0,4,4,3,14,both,1
15,3,7,telecommunication,matured,0.363636364,0.916666667,11,1,,20,2,0.40376569,0.752380952,0.135909394,0.684475806,1995,0.020652898,193,228,7,0,4,4,3,0,direct,1
60,4,5,telecommunication,matured,0.272727273,0.916666667,22,3,humanities,12,0,0.718491994,2.434980071,0.030443967,1.410014674,2000.379,0.034525568,198.28,279,1,0,4,4,3,2,direct,2
0,3,8,telecommunication,matured,0,0.888888889,16,3,engineer,10,0,0.519976349,1.195773481,0.048720792,1.302819258,2532.912,0.022474659,42.726,556,5,0,3,3,3,0,direct,1
0,3,2,telecommunication,matured,0.230769231,0.928571429,13,4,humanities,6,0,0.492540052,1.947698891,0.072085403,1.30636837,2340.046,0.018843914,247.108,301,15,0,3,4,3,3,indirect,2
0,7,3,telecommunication,matured,0.517241379,0.878787879,29,4,engineer,5,1,0.5786521,1.04861652,0.006681058,0.941461368,3834.643,0.030012658,148.024,545,27,0,3,4,3,4,both,3
10,4,3,telecommunication,matured,0.333333333,0.685714286,24,5,engineer,10,0,0.551237727,1.184053977,0.085840041,0.681672042,5072.224,0.04297222,196.468,1286,11,0,3,3,3,0,both,3
0,2,7,telecommunication,matured,0.363636364,1.1,11,3,engineer,10,0,0.263224845,1.460333171,0.108104854,0.834063129,2098.441,0.004709533,343.714,247,12,0,4,5,4,1,direct,2
0,4,8,telecommunication,ebb,0.166666667,0.9,18,4,engineer,20,0,0.492554691,0.592059936,0.057387049,0.533245606,4615.857,0.038705183,70.057,84,3,0,2,2,1,1,indirect,2
0,1,3,telecommunication,growing,0.545454545,1.222222222,11,2,engineer,10,0,0.591231307,0.724527071,0.082600259,0.573514515,1085.417,0.05664065,125.762,161,13,0,3,3,4,2,both,2
0,8,3,telecommunication,highgrow,0.117647059,0.739130435,17,2,business,20,0,0.884769539,2.786956522,-0.499219969,0.284967793,230,0.004680187,-236,300,2,0,3,3,3,1,direct,3
0,4,8,telecommunication,highgrow,0.764705882,1.133333333,17,4,naturalschience,3,0,0.746835443,0.858333333,-0.776699029,0.338167265,240,0.101941748,-181,240,14,1,3,4,4,0,direct,2
0,2,7,telecommunication,highgrow,0.5,1.111111111,10,4,engineer,0,0,0.379253203,5.281994769,0.051055169,1.364274713,631.572,0.002928992,120.854,238,10,0,2,4,3,0,both,3
0,3,2,telecommunication,highgrow,0.892857143,1,28,4,engineer,12,0,0.117432066,1.156407741,-0.159367372,1.133350599,2092.633,0.004791447,-384.877,709,1,0,3,4,4,0,direct,1
57,2,4,telecommunication,highgrow,0.583333333,0.857142857,12,5,naturalschience,7,0,1.17108254,-1.953880459,-1.084833129,0.218929504,-334.11,0.109318011,-749.667,121,6,0,3,4,4,3,direct,2
0,5,7,telecommunication,matured,0,1.130434783,26,3,naturalschience,20,0,0.606433021,9.812860802,0.008883592,1.156906134,1748.709,0.001069416,122.657,20,0,0,3,4,4,0,direct,2
0,3,7,telecommunication,matured,0.6,1.363636364,15,4,engineer,6,0,0.380638913,1.709356031,-0.004053805,1.576807577,1077.583,0.001052133,9.96,425,11,0,3,4,3,0,both,2
0,1,4,telecommunication,growing,0.4,1,10,1,,3,0,0.777777923,2.907394555,-0.035043035,1.065996914,340.034,0.040874437,43.835,200,1,0,2,3,3,0,direct,2
0,8,7,telecommunication,highgrow,0.263157895,1.9,19,2,engineer,15,1,0.545273804,4.15538301,0.116386477,1.334595572,2286.035,0.005932616,994.805,176,4,0,3,4,4,1,direct,3
0,3,7,telecommunication,highgrow,0.3,0.909090909,10,2,engineer,20,0,0.295636966,1.707496569,0.008478331,0.883894552,917.473,0.006004154,11.368,158,2,0,4,4,4,1,direct,3
50,4,6,telecommunication,growing,0.736842105,0.95,19,4,business,11,0,0.697028136,1.319027772,0.045441404,1.071399455,2821.56,0.021426407,81.9,2119,8,1,1,3,1,2,both,3
0,3,6,telecommunication,growing,0.166666667,1.058823529,18,1,,15,2,0.296124778,1.979579658,0.064509293,1.017622332,1399.242,0.003468704,175.627,200,0,0,3,3,1,4,both,2
0,7,4,telecommunication,highgrow,0.2,1,20,3,business,11,0,0.221130195,5.253036097,0.038335633,1.193913045,1511.974,0.001009008,318.075,645,1,0,3,3,3,0,direct,3
0,7,2,telecommunication,highgrow,0.238095238,1.05,21,3,engineer,5,0,0.575040519,2.411136537,0.077190762,1.008137176,1311,0.019297691,94,635,8,0,4,4,4,0,direct,3
0,8,7,telecommunication,highgrow,0.166666667,1.2,12,3,business,4,0,0.314588996,3.424678064,0.017150285,1.19210404,907.478,0.001884923,82.517,436,4,0,2,3,3,0,direct,3
0,2,5,telecommunication,matured,0,1,11,3,engineer,8,0,0.67769296,4.065789474,0.062135922,1.022210078,380,0.012944984,64,0,2,0,3,3,3,0,both,2
0,3,2,telecommunication,matured,0.115384615,1.04,26,3,engineer,9,0,0.217118447,1.142507803,-0.158019385,0.16355542,7921.468,9.73E-05,-1359.072,336,3,0,2,4,4,1,direct,2
0,5,4,telecommunication,matured,0.52173913,1,23,1,,20,0,2.173746609,-0.608889786,-0.234180321,1.407445944,-9250.459,0.100603283,-1571.921,200,3,0,2,3,2,3,indirect,3
0,4,5,Other,founded,0.1,1,30,3,business,3,0,0.866153212,13.71524832,0.024242026,1.152183321,125.404,0.011308488,28.419,218,2,0,3,3,4,1,both,3
0,1,4,Other,growing,0,1.0625,34,3,humanities,6,0,0.375184638,7.971631206,0.037069988,1.152426521,423,0.003558719,217,120,1,0,2,5,5,0,direct,1
3,2,4,Other,growing,0,1,31,3,other,5,0,0.26930619,0.084517781,-10.73569596,1.977641648,2268.919,0.013803425,-2059.389,1042,4,0,3,3,4,0,both,3
10,7,5,Other,growing,0.0625,1.28,32,5,naturalschience,20,0,0.886858844,5.122761632,-1.803639005,1.322268919,336.685,0.066613442,-3212.631,697,32,1,3,4,2,4,both,3
1,4,5,Other,growing,0,1.102564103,43,5,naturalschience,17,0,0.636190328,0.328873512,-0.675832977,0.943690641,11067.41,0.173403982,-3165.13,2440,49,1,3,3,2,15,both,3
0,3,2,Other,highgrow,0,1.071428571,30,3,engineer,3,0,0.524881308,2.341968912,0.232142857,1.400644854,2702,0.06068268,1722,715,0,0,3,3,3,0,direct,3
2.5,3,2,Other,highgrow,0.119047619,2,42,3,business,4,2,0.8162774,15.92080359,0.001113535,2.840821587,439.578,0.000849761,61.879,8,7,0,3,5,4,2,both,2
0,2,4,Other,highgrow,0.64516129,1,31,3,engineer,5,0,0.680463818,2.584746852,0.307042837,1.696526614,1673.071,0.002245364,1092.578,3495,0,0,3,4,3,0,both,3
1,3,4,Other,highgrow,0.078947368,1.117647059,38,4,naturalschience,0,0,0.231869001,1.414450871,0.03654373,1.214791381,2112.371,0.009024565,309.026,149,2,0,2,4,4,0,direct,3
0,3,5,Other,highgrow,0,1,42,5,engineer,7,0,0.414343484,0.090221476,-4.740923289,15.4036666,7515.439,0.316434974,-2105.699,811,0,0,3,4,4,1,both,2
0,3,5,Other,highgrow,0,1,49,3,engineer,3,0,0.959750198,33.16135463,-0.091226978,0.77543931,770.483,0.031157922,-4313.56,934,0,0,3,3,4,0,direct,1
60,5,2,Other,highgrow,0.255813953,1,43,5,naturalschience,0,0,0.012531199,0.005494107,-27.22077152,1.237877409,54967.986,0.112480132,-7730.515,5082,2,0,3,4,4,2,both,3
0,8,3,Other,highgrow,0.130434783,1.179487179,46,3,naturalschience,10,0,0.040192739,0.006378371,-10.85783849,1.389251598,123602.881,0.187318379,-8271.74,7388,0,0,3,3,3,0,direct,1
0,2,1,Other,highgrow,0.512195122,1,41,3,business,0.5,0,0.705744164,5.422465811,0.01261516,0.724118876,2057.473,0.011276219,61.065,369,2,0,3,3,3,3,both,2
25,5,7,Other,highgrow,0.19047619,1.076923077,42,3,business,0,0,0.361603564,2.177158597,0.08504659,1.032427498,37889.389,0.006584156,5721.76,103,27,0,3,4,4,0,both,2
20,3,2,Other,highgrow,0.2,1,40,3,engineer,6,0,0.520076595,1.869982146,0.001407238,0.727991291,1159.41,0.005073623,52.192,209,4,0,3,3,4,0,both,3
0,4,2,Other,highgrow,0.5,1,40,3,engineer,9,0,0.173250931,1.582585937,0.066175996,0.925459098,1615.051,4.89E-05,169.156,1020,1,0,3,4,3,0,direct,1
0,4,7,Other,matured,0,1.066666667,32,5,engineer,17,0,0.821650878,9.507976816,-0.096518161,0.881366971,239.82,0.00551793,-194.894,282,0,0,3,4,3,0,both,1
0,3,2,Other,matured,0,1,37,3,other,5,1,0.558233454,4.5116365,0.041004771,1.321882346,1951.274,0.007757877,287.713,1462,0,0,3,4,3,0,both,3
5,3,5,Other,matured,0.727272727,1,33,3,engineer,2,0,0.347639462,1.637898996,0.110884675,0.73587553,2768.791,0.002936053,450.348,253,0,0,3,3,3,0,both,3
0,2,6,Other,matured,0.888888889,0.97826087,45,4,engineer,10,0,0.406081666,3.309397576,0.045429292,0.967364717,1191.105,0.005571002,170.013,266,0,0,1,3,3,0,both,2
0,3,6,Other,matured,0.161290323,0.837837838,31,3,other,12,1,0.441370565,15.065406,-0.033526243,0.796869503,1296.089,0.001593303,-574.808,2,0,0,2,3,3,0,other,3
0,3,8,Other,matured,0,0.914285714,32,4,engineer,20,0,0.141796624,2.159067846,0.100171248,0.882256,2791.727,0.000438488,494.491,311,3,0,2,3,4,0,both,1
0,2,6,Other,matured,0,1,46,4,other,0,0,0.854138236,1.252377113,0.083992691,1.128103235,3805.666,0.072872136,184.284,4219,4,0,3,3,3,0,both,1
0,4,3,Other,matured,0,0.775,31,3,business,10,0,0.726145154,1.889958396,0.062227899,1.108509369,3520.105,0.038372716,122.334,976,0,0,4,3,4,0,direct,1
0,4,3,Other,matured,0.837837838,1,37,3,engineer,6,0,0.354498406,1.679379016,0.026356769,1.382855328,12583.827,0.001379169,912.469,894,4,0,3,4,3,2,both,3
0,2,5,Other,growing,0.921052632,1.055555556,38,5,engineer,12,1,0.322595873,1.706151548,0.04520759,1.134552791,1513.879,0.000521505,97.873,681,5,0,3,4,3,2,both,2
0,7,3,Other,highgrow,0.040816327,1.113636364,49,3,naturalschience,30,0,0.78928243,6.11743999,0.056307333,1.489335953,2984.52,0.013168144,638.537,225,0,0,4,4,3,0,direct,2
49,8,4,Other,highgrow,0.709677419,1.107142857,31,4,humanities,0,0,0.536442261,0.709817735,0.102534544,1.245876743,6962.176,0.038517357,345.28,1087,1,0,4,5,5,0,both,1
0,4,7,Other,highgrow,0.263157895,1.583333333,38,4,engineer,0,1,0.721359244,2.541059273,-0.47090817,1.507493827,1404.36,0.040247304,-1808.673,2035,6,0,3,3,2,3,both,2
20,6,1,Other,highgrow,0.133333333,1.125,45,3,engineer,13,0,0.229248049,1.257576868,0.174252295,1.24100433,2878.135,0.004917839,557.874,390,0,0,3,4,4,0,both,1
0,1,2,Other,matured,0,1.294117647,44,3,engineer,12,0,0.245825188,4.063142138,0.02949696,1.409368249,587.199,0.00325625,71.607,1071,0,0,3,3,3,0,both,1
15,3,5,energy/medical,matured,0.333333333,0.692307692,9,3,engineer,10,0,0.30846731,0.737445753,0.134089954,1.136103152,3226,0.024800336,262,172,6,0,2,3,3,1,direct,2
20,2,3,energy/medical,highgrow,0.222222222,1,9,3,engineer,8,1,0.962053571,21.1372549,-0.065862709,0.401639344,51,0.027829314,-112,167,5,0,2,3,3,0,direct,2
0,1,4,energy/medical,highgrow,0.25,1.333333333,4,3,naturalschience,15,0,0.71810089,1.694736842,0.062111801,1.133802817,95,0.055900621,9,0,2,0,2,3,3,0,direct,2
0,3,1,energy/medical,highgrow,0.333333333,1.2,6,3,business,0,0,0.629045643,4.053691275,0.030353201,0.838112858,447,0.011037528,58,118,1,0,2,3,4,0,direct,1
90,3,4,energy/medical,growing,0.111111111,0.75,9,2,engineer,10,0,0.7198522,1.798561151,0.008666667,2.459016393,834,0.030666667,34,79,27,0,2,3,3,1,direct,2
0,3,1,energy/medical,highgrow,0.666666667,1,9,5,engineer,15,0,0.681677019,1.882926829,-0.186528497,0.895591647,205,0.020725389,43,270,1,0,2,3,3,0,direct,1
45,3,4,energy/medical,highgrow,0.375,0.470588235,8,4,engineer,6,0,0.48545678,0.656050955,0.060679612,0.810226155,1256,0.053398058,12,63,20,0,3,4,3,1,direct,3
0,5,4,energy/medical,highgrow,0.166666667,1.2,6,4,engineer,7,0,0.659793814,3.084848485,0.023575639,0.915467626,165,0.007858546,10,100,3,0,3,4,3,1,both,3
0,3,4,energy/medical,growing,0.428571429,1.166666667,7,3,engineer,5,0,0.771573604,7.272222222,0.041252865,1.315577889,180,0.009167303,43,148,0,0,2,4,3,1,both,3
0,3,4,energy/medical,highgrow,0.4,1,5,3,engineer,10,2,0.838006231,5.903846154,-0.035830619,0.816489362,52,0.016286645,2,168,6,0,3,3,4,0,both,2
100,4,2,energy/medical,highgrow,0.222222222,1.125,9,2,engineer,0,0,0.645456926,1.595273264,0.043518519,1.095334686,1354,0.036111111,41,140,5,0,3,4,3,0,direct,2
0,3,4,energy/medical,growing,0.444444444,1,9,3,engineer,5,2,0.39193729,0.881982812,0.038454846,0.568278453,6516,0.016530364,383,517,3,0,2,3,3,0,both,1
0,2,1,energy/medical,growing,0,1.2,6,1,,15,0,0.928472222,2.708737864,0.215053763,0.898550725,206,0.14516129,32,95,0,0,2,4,3,0,direct,2
0,2,1,energy/medical,highgrow,0.5,1.5,6,3,engineer,3,0,0.489583333,1.302040816,0.053291536,0.496884735,245,0.012539185,-2,103,1,0,2,3,3,1,direct,2
0,1,7,energy/medical,matured,0.375,1.142857143,8,1,,0,0,0.889688249,11.91304348,0.020072993,0.96819788,46,0.020072993,10,40,1,0,2,3,3,0,direct,2
0,5,2,energy/medical,growing,0,1.166666667,7,3,engineer,4,0,0.744186047,4.738636364,0.098321343,1.326617179,264,0.001598721,108,0,0,0,2,3,3,0,direct,2
0,1,3,energy/medical,highgrow,0.222222222,1,9,5,engineer,4,0,0.165199379,0.60825062,-0.138704742,1.741563055,3224,0.003569607,14,320,16,0,1,4,3,0,direct,2
5,7,5,energy/medical,highgrow,0.625,1,8,5,naturalschience,28,0,0.476190476,2.710227273,0.321802935,1.109302326,352,0.011530398,63,189,8,0,3,3,3,0,direct,3
0,2,5,energy/medical,growing,0.384615385,1.083333333,13,4,engineer,17,0,0.561763422,3.427290837,0.024992735,1.431364393,1004,0.005231037,246,335,1,0,1,3,3,4,direct,1
0,3,4,energy/medical,matured,0.294117647,0.354166667,17,3,humanities,20,0,0.967594418,7.333333333,-0.9933643,0.322490905,411,0.04578633,-3499,185,17,0,4,5,3,0,direct,3
0,1,3,energy/medical,matured,0.19047619,1.105263158,21,3,engineer,9,0,0.739237872,2.634413965,0.020636123,1.27093359,2005,0.0102234,297,298,23,0,1,5,4,1,both,2
15,1,3,energy/medical,matured,0.222222222,0.75,27,4,engineer,4,0,0.344568663,1.281568228,0.009137863,0.756196485,3928,0.014104092,917,300,9,0,2,4,4,1,direct,1
0,3,7,energy/medical,growing,0.037037037,1.038461538,27,1,,0,0,0.366439584,1.910016978,0.069037037,1.018714156,1767,0.003259259,233,114,1,0,2,3,3,1,direct,3
4,7,3,energy/medical,highgrow,0.217391304,1.045454545,23,3,humanities,23,0,0.554132082,1.796033994,0.067147364,1.011625256,2471,0.018927445,225,280,18,1,3,5,3,3,both,2
0,5,4,energy/medical,highgrow,0.333333333,1,15,3,engineer,13,0,0.553818182,1.636104319,0.014196762,0.990624229,2454,0.016687422,36,622,1,0,1,3,3,0,direct,2
30,4,7,energy/medical,growing,0.095238095,1.05,21,5,engineer,8,0,0.946263265,20.28991597,0.110996065,1.251036269,238,0.038724374,221,217,22,1,3,3,3,1,direct,2
15,2,5,energy/medical,highgrow,0.3125,1,16,4,naturalschience,20,0,0.425140521,2.898222222,0.034963963,1.072180204,2250,0.000460052,178,213,5,0,1,3,2,0,direct,2
10,2,5,energy/medical,highgrow,0,1.222222222,11,4,engineer,20,0,0.623809129,2.044263378,0.090703436,1.118164298,4541,0.021329312,547,76,4,0,3,3,2,0,direct,3
40,4,3,energy/medical,highgrow,0.157894737,1,19,3,engineer,18,0,0.721017403,6.117082534,0.029965485,0.923634256,1042,0.014433637,32,404,0,0,2,4,3,0,direct,2
0,4,7,energy/medical,highgrow,0.178571429,1.037037037,28,2,engineer,13,0,0.664541302,1.883687943,0.07123494,1.385353641,3525,0.014759036,419,364,12,0,2,3,3,1,both,2
0,1,2,energy/medical,matured,0.235294118,1,17,4,engineer,6,0,0.457912458,1.669254658,0.085116279,0.972850679,1288,0.010232558,180,200,6,0,1,3,3,2,indirect,2
0,3,5,energy/medical,growing,0.227272727,1,22,3,business,10,1,0.587672689,3.022164948,0.086474501,1.199222745,1940,0.00886918,433,308,12,0,2,4,3,0,indirect,2
0,1,6,energy/medical,highgrow,0.2,1.071428571,15,3,engineer,13,0,0.432456531,1.428122545,0.103410341,1.020774846,1273,0.009350935,184,159,0,0,1,2,2,0,direct,3
0,3,2,energy/medical,highgrow,0.545454545,1.571428571,11,5,engineer,2,0,0.740499457,6.853556485,0.011599512,1.599609375,239,0.00976801,55,207,10,0,1,4,3,0,direct,2
0,5,7,energy/medical,matured,0.294117647,1,17,3,engineer,25,0,0.449850815,1.931998331,0.080328223,1.320501853,2397,0.003239041,408,196,2,0,1,4,3,0,indirect,2
10,5,4,energy/medical,growing,0.25,1.333333333,12,3,engineer,12,0,0.718344156,5.902017291,0.07421875,1.20541495,347,0.002929688,174,126,3,0,3,3,3,1,both,2
5,6,7,energy/medical,matured,0.333333333,1.058823529,18,3,engineer,6,0,0.144788918,1.398765908,0.088502895,1.174546632,2593,0,1036,280,5,0,1,3,2,1,direct,2
37,1,3,energy/medical,matured,0.333333333,1.090909091,24,3,humanities,0,1,0.443684211,0.819299905,0.031562741,1.145502646,3171,0.027328714,311,433,21,0,3,5,4,0,direct,2
86,8,4,energy/medical,matured,0.214285714,1,14,3,engineer,10,1,0.41781301,0.49299159,0.086921202,1.056652361,2497,0.060926076,25,600,17,0,2,4,3,2,both,2
54,1,5,energy/medical,highgrow,0.25,1,12,3,engineer,6,0,0.540471311,1.418338907,0.066810768,1.137969589,3588,0.020436235,601,288,1,0,3,4,3,0,direct,1
0,2,3,energy/medical,highgrow,0.285714286,1.076923077,14,4,engineer,7,0,0.312388433,1.180685358,0.083113456,0.781711928,1926,0.003957784,158,148,1,0,1,5,3,0,direct,1
0,3,5,energy/medical,highgrow,0.380952381,1.105263158,21,5,engineer,25,0,0.78317757,1.090517241,-2.102766798,1.413407821,696,0.076416337,-1616,2015,7,0,3,4,4,0,direct,2
70,3,7,energy/medical,matured,0.454545455,1,44,4,engineer,10,2,0.883186519,2.906010929,-0.786385859,0.333961316,915,0.07634449,-2406,1165,9,0,4,5,4,2,both,2
50,1,8,energy/medical,matured,0.314285714,1.09375,35,3,engineer,11,2,0.848683015,1.919567827,-0.380863039,1.113509749,833,0.051907442,-197,206,12,1,3,3,3,0,direct,2
70,3,1,energy/medical,highgrow,0.214285714,1.076923077,42,4,engineer,5,0,0.709603659,2.43088364,0.047687601,1.044941707,2286,0.021954292,171,346,15,0,2,4,3,1,direct,2
0,3,7,energy/medical,highgrow,0.11627907,1.131578947,43,3,humanities,10,0,0.541138156,2.502054539,0.018065094,1.334794739,5354,0.012093162,227,548,28,0,3,4,3,2,direct,2
10,1,8,energy/medical,highgrow,0.263157895,1.1875,38,5,engineer,10,0,0.676074219,1.403075068,-0.039106145,0.872843211,3317,0.066609368,-446,109,50,0,3,4,4,0,direct,1
0,2,4,energy/medical,highgrow,0.083333333,1.2,48,3,engineer,15,0,0.664719329,3.132575758,0.036154776,1.72076571,2640,0.016928658,202,239,20,0,2,4,3,1,direct,2
20,2,4,energy/medical,highgrow,0.075,2,40,2,engineer,10,0,0.446391213,1.386395843,0.076320273,1.039305949,2117,0.007836457,230,334,5,0,3,5,4,0,both,2
7,6,5,energy/medical,matured,0.357142857,1,42,3,engineer,10,0,0.619370267,3.123211169,0.078229772,1.046794572,2865,0.012405007,716,87,2,0,4,4,3,0,indirect,2
85,3,7,energy/medical,matured,0.204545455,1,44,1,,8,0,0.075248861,2.75624886,0.199675647,1.018987555,10962,0,5515,913,82,0,3,4,4,9,direct,3
70,3,4,energy/medical,highgrow,0.170212766,1.02173913,47,3,engineer,20,0,0.65657703,1.571841851,-0.077055215,1.130688124,5185,0.043680982,-1546,629,17,0,3,4,4,11,indirect,3
38,3,5,energy/medical,matured,0.2,1,45,3,business,10,0,0.558231913,2.059498756,0.025824431,1.052708782,5227,0.010404087,376,735,26,1,3,4,4,0,both,3
3,2,7,energy/medical,highgrow,0.155555556,0.725806452,45,4,engineer,18,0,0.6172964,1.657935524,0.089090399,0.929688858,6452,0.073385061,326,1260,7,0,3,4,3,1,direct,3
15,3,7,energy/medical,highgrow,0.341463415,1,41,3,engineer,7,0,0.431426114,0.984607171,0.190945238,1.039549084,11239,0.020603651,967,1286,8,0,3,4,4,0,indirect,2
40,3,4,energy/medical,highgrow,0.35,1.052631579,40,3,engineer,5,0,0.820984411,3.357142857,-0.728359079,0.905515967,1022,0.02768872,-2542,1869,2,0,2,3,2,0,direct,1
67,7,8,energy/medical,highgrow,0.394736842,1.027027027,38,5,naturalschience,7,0,0.400146092,0.180224062,-0.951621622,0.793821068,20530,0.118108108,-4060,1816,22,0,3,3,3,1,direct,2
96,2,5,energy/medical,highgrow,0.43902439,0.683333333,41,3,engineer,11,0,0.488481429,0.828033088,-0.087801088,1.077116212,10880,0.097791098,-4191,100,73,0,3,4,2,0,direct,1
20,4,5,energy/medical,highgrow,0.526315789,1.1875,38,5,naturalschience,9,0,0.027529293,0.03277839,-8.077075099,0.859083192,15437,0.015810277,-3869,2351,5,0,3,4,3,0,direct,3
50,4,7,energy/medical,highgrow,0.108108108,1,37,2,engineer,10,0,0.854781582,6.223577236,0.013716525,0.923958962,738,0.006967124,80,310,24,0,4,5,4,0,direct,3
3,1,7,energy/medical,highgrow,0.121212121,1,33,3,business,14,0,0.714514066,4.809630459,0.048195576,1.178649835,893,0.019324796,155,668,11,0,2,4,3,1,both,3
20,3,5,energy/medical,matured,0.675675676,1.057142857,37,5,business,17,0,0.166450994,0.203081877,-0.437429219,1.132051282,17392,0.013306908,-1483,1720,7,0,3,4,4,0,direct,2
70,2,1,energy/medical,highgrow,0.216216216,1.057142857,37,3,engineer,22,1,0.598730254,1.260994145,-0.122110255,1.105866929,8027,0.025291444,-1730,1740,4,0,3,4,4,0,direct,2
2,3,2,energy/medical,matured,0.579710145,1,69,3,business,15,0,0.362068966,0.390574537,0.054945055,1.830147352,47064,0.099009901,-6436,756,34,0,3,4,3,2,direct,2
0,3,2,energy/medical,matured,0.329411765,1.011904762,85,3,naturalschience,16,0,0.527583202,1.327502562,0.032427424,0.811223851,14635,0.019971176,394,800,14,0,4,4,3,0,direct,2
60,2,4,energy/medical,matured,0.202020202,1.1,99,4,naturalschience,25,0,1.011602424,-59.7,-0.125938334,0.994202183,-270,0.03691296,-8073,900,8,0,2,4,3,0,both,3
30,1,5,energy/medical,highgrow,0.016666667,1.090909091,60,3,engineer,18,0,0.662811864,1.502222928,0.035197125,0.928732699,6298,0.03033506,323,52,0,0,3,3,3,1,direct,2
50,2,7,energy/medical,matured,0.144444444,1,90,3,business,12,0,0.578764302,2.701651456,0.032896324,0.999598006,4602,0.013351564,283,2596,31,0,3,4,3,1,direct,3
5,4,7,energy/medical,matured,0.146341463,1,82,3,business,9,0,0.409024937,1.08917169,0.023778288,0.82561603,22395,0.014758937,1066,930,48,0,3,4,3,1,direct,3
80,1,4,energy/medical,highgrow,0.25,1,60,3,naturalschience,5,0,0.549487439,1.246214246,0.114954353,1.004715458,12481,0.048090523,877,3541,14,0,3,4,3,0,direct,2
0,3,1,energy/medical,highgrow,0.066666667,1.016949153,60,3,engineer,7,0,0.665980796,1.749802559,0.039086478,1.147622501,6331,0.019588373,347,1684,2,0,3,4,3,0,direct,2
10,5,1,energy/medical,highgrow,0.25,1,80,4,engineer,1,1,0.572236764,1.439202527,0.051707585,1.094744745,5066,0.038540667,30,366,13,0,3,3,3,1,direct,2
50,3,4,energy/medical,growing,0.283333333,1.2,60,3,humanities,15,1,0.771540812,1.937714941,0.059357129,1.118932039,2617,0.013015184,1247,5893,2,0,3,3,3,0,direct,1
90,5,7,energy/medical,growing,0.120689655,1,58,3,engineer,13,0,0.594156957,2.801984378,0.049423642,1.32372594,4737,0.010623069,214,324,4,0,2,3,3,0,both,2
10,3,4,energy/medical,matured,0.352112676,1,71,3,engineer,7,0,0.119803609,0.718002942,0.259230802,1.358559499,32628,0,5277,12200,7,0,2,4,3,0,direct,3
30,7,3,energy/medical,matured,0.242424242,1,66,5,naturalschience,6,0,0.393235577,1.568001411,0.036674542,0.956732322,5669,0.004949938,101,380,19,0,3,4,3,1,direct,2
0,1,3,energy/medical,matured,0.05952381,1.292307692,84,3,naturalschience,7,0,1.371303395,-1.516224189,-0.166866208,1.00921311,-8814,0.158036516,-2671,300,8,0,3,4,3,2,direct,3
90,3,5,energy/medical,highgrow,0.358208955,1.030769231,67,5,engineer,10,0,0.896562898,8.822055138,0.069010417,0.843029638,4788,0.024952652,86,2364,11,0,2,3,4,0,direct,2
60,2,3,energy/medical,highgrow,0.112903226,1,62,4,engineer,0,0,0.606446777,1.156825397,0.053100988,3.400839944,6300,0.183177827,160,1524,18,0,2,4,3,0,direct,2
10,4,5,energy/medical,growing,0.384615385,1,52,5,naturalschience,20,1,0.986868186,20.28301887,-3.281860465,1.592592593,53,0.201860465,-4810,2275,15,0,3,3,3,0,indirect,2
8,3,7,energy/medical,matured,0.18,1.063829787,50,3,engineer,10,0,0.177495245,1.386441091,0.023176192,0.962158966,8216,0.001492406,371,860,10,0,2,4,3,10,direct,3
20,3,1,energy/medical,matured,0.256756757,1,74,3,naturalschience,4,0,0.795397118,3.747663551,0.08594585,1.040882544,2996,0.051656573,263,1000,7,0,3,3,3,0,direct,3
7,8,7,energy/medical,highgrow,0.125,1,56,2,engineer,5,0,0.062392427,1.126510632,0.019418794,1.205434605,6537,0,648,1490,64,0,3,4,4,10,direct,3
10,1,2,energy/medical,matured,0.267857143,1,56,3,engineer,6,0,0.643487859,3.238671545,0.025028244,1.56493948,3553,0.013556965,217,994,26,1,3,4,4,0,direct,2
0,5,2,energy/medical,highgrow,0.306666667,1,75,5,engineer,5,0,0.174660354,0.5873966,0.056542354,0.87282273,24057,0.001839926,820,1826,1,0,3,3,4,0,indirect,2
45,3,6,energy/medical,matured,0.357894737,1.104651163,95,4,business,14,0,0.502955838,1.521531636,0.193731775,1.802915838,26821,0.012570756,6248,2756,7,0,3,3,3,0,direct,2
0,2,3,energy/medical,matured,0.347222222,1,72,4,engineer,3,0,0.768342201,3.528860683,0.018926094,0.865475838,3309,0.016356941,-895,400,17,0,2,3,4,0,both,1
